,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
191,O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12,0,0,0,0,0,-1,0,0,0,0,0
192,O=C(CCCN1CCC2(CC1)C(=O)N(Cc1cccc(F)c1)CN2c1ccccc1)c1ccc(F)cc1,0,0,0,0,0,-1,0,0,0,0,0
193,C=CCCCCCCCCCCC,0,0,0,0,0,0,0,-1,-1,0,0
194,O=C(O)CC(S)C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
195,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,0,0,0,0,0,-1,0,0,0,0,0
196,COc1cc(C(=O)O)ccc1N=C(O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,0,0,0,0,0,-1,0,0,0,0,0
197,O=C(O)CCSCCC(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
198,COc1ccc2c(c1)C1(COC(=N)N1)c1cc(-c3cccc(OC(F)(F)F)c3)ccc1O2,0,0,-1,0,0,0,0,0,0,0,0
199,COc1c(Cl)ccc(Cl)c1C(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
200,O=C(O)C=Cc1ccc(Cn2ccnc2)cc1,0,0,0,0,0,0,0,-1,-1,0,0
201,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,0,0,0,0,0,0,1,0,0,0,0
202,CC1(C)Cc2ccc(-c3cncnc3)cc2C2(COC(=N)N2)C1,0,0,-1,0,0,0,0,0,0,0,0
203,Cc1ccc(N)c(C)c1,0,0,0,0,0,0,0,-1,-1,0,0
204,CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
205,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],0,0,0,0,0,-1,0,0,0,0,0
206,O=C(O)[C@H](S)[C@H](S)C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
207,COc1ccc(-c2csc(N=C(O)[C@H]3CCCCN3S(=O)(=O)c3ccc(C)cc3)n2)cc1,0,0,0,0,0,-1,0,0,0,0,0
208,CN(C)CCOC(c1ccc(Cl)cc1)c1cccc[nH+]1,0,0,0,0,0,0,0,0,0,-1,0
209,N=C1NC(c2ccccc2)(C2CCCCC2)C(=O)N1Cc1ccccc1,0,0,-1,0,0,0,0,0,0,0,0
210,Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12,0,0,0,0,0,0,1,0,0,0,0
211,C[NH+](C)CC(c1ccc(O)cc1)C1(O)CCCCC1,0,0,0,0,0,0,0,0,0,-1,0
212,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0
213,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
214,OC1=NOCC1,0,0,0,0,0,0,0,0,0,0,-1
215,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,0,0,0,0,0,0,0,-1,-1,0,0
216,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,-1,-1,0,-1,-1,1,1,0,1,-1,0
217,[NH2+]=C1N[C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN12,0,0,1,0,0,0,0,0,0,0,0
218,Cc1cc(N=c2cc(C)c(C#N)c(N[C@@H](C)CCCC(C)(C)O)[nH]2)n[nH]1,0,0,0,0,0,-1,0,0,0,0,0
219,CCCN1CCCC1CN=C(O)c1cc(S(N)(=O)=O)ccc1OC,0,0,0,0,0,0,1,0,0,0,0
220,CN(C)NN=C1N=CN=C1C(N)=O,0,0,0,0,1,0,0,0,0,0,0
221,CNC1CCN(c2ccccc2F)C1=O,0,0,0,0,0,0,0,0,0,0,-1
222,COc1cc(S(=O)(=O)O)c(C)cc1N=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12,0,0,0,0,0,0,0,0,-1,0,0
223,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,0,0,0,0,0,-1,0,0,0,0,0
224,O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O,0,0,0,0,0,0,0,0,0,0,0
225,NC(CSSCC(N)C(=O)O)C(=O)O,0,0,0,0,0,-1,0,-1,-1,0,0
226,CCCCC(CC)COCCC#N,0,0,0,0,0,0,0,-1,-1,0,0
227,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,0,0,0,0,0,-1,0,0,0,0,0
228,OCCCCCCCl,0,0,0,0,0,0,0,-1,-1,0,0
229,CC(C)(C)NC(O)=N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(O)=NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,0,0,0,0,1,0,0,0,0,-1,0
230,O=[N+]([O-])c1ccc(NC(O)=Nc2ccccc2Br)c(O)c1,0,0,0,0,0,-1,0,0,0,0,0
231,N[C@@H]1CCCN(c2c(/C=C3\SC(=O)N=C3O)cccc2-c2ccccc2)C1,0,0,0,0,0,-1,0,0,0,0,0
232,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,0,0,0,0,0,-1,0,0,0,0,0
233,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[N-]=O.[Na+].[Na+].[Na+].[Na+],0,0,0,0,-1,0,0,0,0,0,0
234,CC(CS)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
235,CCOc1ccc(S(=O)(=O)O)c2cccnc12,0,0,0,0,0,0,0,-1,-1,0,0
236,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,-1,0,0,1,1,0,0,0,0,0,0
237,CCCCCCCCCCCCCCCC(=O)OC(C)C,0,0,0,0,0,-1,0,-1,-1,0,0
238,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)COc2ccc(OC)cc2)C1OC,0,0,0,0,0,0,0,-1,-1,0,0
239,O[C@H]1CC[C@H](N=c2[nH]c(-c3ccccc3)nc3[nH]ccc23)CC1,0,0,0,0,0,-1,0,0,0,0,0
240,CC(=O)OC1CN2CCC1CC2.Cl,0,-1,0,0,0,0,0,0,0,0,0
241,COc1ccc(CCNCC(O)c2ccc(O)cc2)cc1OC,0,0,0,0,0,0,0,-1,-1,0,0
242,COC(=O)CCS,0,0,0,0,0,0,0,-1,-1,0,0
243,CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21,0,0,0,0,0,-1,0,0,0,0,0
244,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl,0,0,0,0,0,-1,0,0,0,0,0
245,CC(C)n1cc2c3c(cccc31)C1C[C@@H](C(O)=NC3CCCCC3)CN(C)C1C2,0,0,0,0,0,0,1,0,0,0,0
246,CO[C@H]1/C=C\C=C(/C)C(O)=NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(=N)O)C2=O,0,0,0,0,0,-1,0,0,0,0,0
247,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,0,0,0,0,-1,-1,0,0,0,0,0
248,N=C(O)CCC1N=C(O)C(Cc2ccccc2)N=C(O)C(Cc2ccc(O)cc2)N=C(O)C(N=C(O)CN=C(O)CN=C(O)CN)CSSCC(C(=O)N2CCCC2C(O)=NC(CCCCN)C(O)=NCC(=N)O)N=C(O)C(CC(=N)O)N=C1O,0,0,0,0,0,0,0,-1,-1,0,0
249,CC[NH2+]c1cc(C(O)=NC(Cc2ccccc2)C(O)CNC2CCc3ccc(OC)cc32)cc(N2CCCCS2(=O)=O)c1,0,0,1,0,0,0,0,0,0,0,0
250,CCCCC(C=O)CC,0,0,0,0,0,0,0,-1,-1,0,0
251,CC(CC(C(=N)O)(c1ccccc1)c1ccccc1)N(C)C.O=S(=O)(O)O,0,0,0,0,0,-1,0,0,0,0,0
252,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(=N)[nH]2)cc1.O=C(O)CN=C(O)c1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
253,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,0,0,0,0,0,-1,0,1,-1,0,0
254,Oc1ccc(OC2CCCCO2)cc1,0,0,0,0,0,-1,0,0,0,0,0
255,CN1CCN(c2cc(-c3ccccc3)[nH]c(=N)n2)CC1,0,0,0,0,0,-1,0,0,0,0,0
256,Clc1cccc(Cl)c1Cl,0,0,0,0,0,0,0,-1,-1,0,0
257,N=C(N)NCc1cccc(I)c1.N=C(N)NCc1cccc(I)c1.O=S(=O)(O)O,0,-1,0,0,0,-1,0,0,0,0,0
258,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,0,0,0,0,0,0,0,-1,-1,0,0
259,CCC(C)C1(N=C(C)O)CCN(C(CCc2ccccc2)C(O)=NC(Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2Cc3ccccc3C[NH2+]2)C1=O,0,0,-1,0,0,0,0,0,0,0,0
260,CCCCCCCCCCCCCCCCBr,0,0,0,0,0,0,0,-1,-1,0,0
261,N=c1[nH]c2ccc(OC(F)(F)F)cc2s1,1,0,0,-1,1,-1,0,-1,1,-1,0
262,CC(O)=N[C@@H](CSSC[C@H](N=C(C)O)C(=O)O)C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
263,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,0,-1,0,0,0,-1,0,0,0,0,0
264,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)O)c(N)c4c3[O-])c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)O)c(N)c2c1[O-].[Na+].[Na+].[Na+].[Na+],0,0,0,0,0,-1,0,0,0,0,0
265,O=C(O)C(O)C(O)C(=O)O.c1cnc2cc3c(cc2n1)C1CNCC3C1,0,0,0,0,0,-1,0,0,0,0,0
266,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,0,0,0,0,0,0,0,-1,-1,0,0
267,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,0,0,0,0,0,0,0,0,-1,0,0
268,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,0,0,0,0,0,0,0,0,-1,0,0
269,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,0,0,0,-1,0,-1,-1,0,0
270,CCOc1cccc(CN2CCC3(C[NH2+]S(=O)(=O)N3c3cccc(F)c3)CC2C)c1,0,0,-1,0,0,0,0,0,0,0,0
271,COC(=O)C1(c2ccc(C)cc2)CCN(C(C)=O)C1,0,0,0,0,0,0,0,0,0,0,-1
272,O=C(O)C(Cc1ccccc1)CN(O)C(=O)Cc1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
273,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,0,0,0,0,0,0,0,-1,-1,0,0
274,CCCCC1CCC(c2nc(-c3ccncc3)no2)CC1,0,0,0,0,0,-1,0,0,0,0,0
275,O=C(C(=O)c1ccc(Br)cc1)c1ccc(Br)cc1,0,0,0,0,0,0,0,0,-1,0,0
276,CCn1ccc2c(N3CCCC3=O)cc(C(O)=N[C@@H](CC3=CC=CCC3)[C@H](O)C[NH2+]Cc3cccc(OC)c3)cc21,0,0,1,0,0,0,0,0,0,0,0
277,CCC(N=C(O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0,0,0,0,0,0,1,0,0,0,0
278,CC1(C)Cc2ccc(-c3cncc(F)c3)cc2C2(COC(=N)N2)C1,0,0,-1,0,0,0,0,0,0,0,0
279,CN1CCc2cc3c(cc2C1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,0,0,0,0,0,-1,0,0,0,0,0
280,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-1,-1,0,1,1,-1,-1,-1,-1,0,0
281,CCOC(=O)CCCCCCCCC(C)c1ccccc1I,0,0,0,0,0,0,0,0,0,-1,0
282,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,0,0,0,0,0,-1,0,0,0,0,0
283,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21.Cl,0,-1,0,0,0,-1,0,0,0,0,0
284,CCCCCCCCCCCc1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
285,COc1cc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2[C@H](C3)N(C)CC4)cc1OC,0,0,0,0,0,-1,0,0,0,0,0
286,CC(=O)N1C[C@H](CO)[C@H](c2ccccc2)C1,0,0,0,0,0,0,0,0,0,0,-1
287,CN1C(=O)COc2c(C(O)=NC3CN4CCC3CC4)cc(Cl)cc21,0,0,0,0,0,-1,0,-1,-1,0,0
288,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,0,0,0,0,0,-1,0,0,0,0,0
289,CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,0,0,0,0,0,0,1,0,0,0,0
290,CCCCC(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
291,CC(C)(C)c1cc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc(C(C)(C)C)c1,0,0,0,0,0,-1,0,0,0,0,0
292,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,0,1,0,0,0,-1,0,0,0,0,0
293,Cc1ccc(C)c(N)c1,0,0,0,0,0,0,0,0,-1,0,0
294,CCOc1ccc2c(c1)C(C)CC(C)(C)N2,0,0,0,0,0,0,0,-1,-1,0,0
295,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(O)=NC(C)(C)CS(C)(=O)=O,0,0,0,0,0,0,0,1,-1,0,0
296,CN=c1[nH]ccnc1C#N,0,0,0,0,0,0,0,0,0,0,-1
297,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,0,0,0,0,0,-1,0,0,0,0,0
298,CCCCCCCCCC(O)=N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N=C(C)O)[C@@H]2N=C(O)[C@H](N=C(O)[C@@H]4N=C(O)[C@H]4N=C(O)[C@@H](Cc5ccc(c(Cl)c5)O3)N=C(O)[C@@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)N=C2O)O[C@H](CO)[C@@H](O)[C@@H]1O,0,0,0,0,1,0,0,0,0,0,0
299,C[NH+]1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0,0,0,0,0,0,0,0,0,-1,0
300,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)N=C(O)c2cccc(N(C)S(C)(=O)=O)c2)c1,0,0,1,0,0,0,0,0,0,0,0
301,N=C(S)NN,0,0,0,0,0,0,0,0,-1,0,0
302,CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,0,0,0,0,0,0,0,1,0,0,0
303,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1[NH3+],0,0,0,0,0,0,0,0,0,-1,0
304,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)C3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(/CCC=C(C)C)C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
305,CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,0,0,0,0,0,0,0,0,0,0,0
306,COCc1cc(Br)ccn1,0,0,0,0,0,0,0,0,0,0,-1
307,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,0,0,0,0,0,-1,0,0,0,0,0
308,O=C(Cl)OCc1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
309,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,0,-1,0,0,0,-1,0,-1,-1,0,0
310,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0
311,CC1(C)SC(C)(C)SC(C)(C)S1,0,0,0,0,0,0,0,-1,-1,0,0
312,Cl.Cl.Clc1ccccc1CNC[C@H]1CC[C@H](CNCc2ccccc2Cl)CC1,0,0,0,0,0,-1,0,0,0,0,0
313,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(N(C)C)c2)CCCCC1,0,0,-1,0,0,0,0,0,0,0,0
314,CC(=O)C(Cl)C(=O)N(C)C,0,0,0,0,0,0,0,-1,-1,0,0
315,O=C(NN=C(O)c1ccccc1)c1ccc(CNS(=O)(=O)c2ccc(F)c(Cl)c2)cc1,0,0,0,0,0,-1,0,0,0,0,0
316,O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,0,0,0,0,0,0,1,0,0,0,0
317,C#CCN(C)[C@H](C)Cc1ccccc1.Cl,0,-1,0,0,0,0,0,0,0,0,0
318,O=[N+]([O-])c1cccc(C2=CCN(c3ccccc3O)C(O)=N2)c1,0,0,0,0,0,-1,0,0,0,0,0
319,c1ccc(SCCSc2ccccc2)cc1,0,0,0,0,0,0,0,0,-1,0,0
320,O=C(O)CN=C(O)[C@@H](CS)Cc1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
321,CCOC[C@H]1CCCCN1C(=O)n1cc(C(O)=N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,0,0,1,0,0,0,0,0,0,0,0
322,CC(C)C[C@@H](C(O)=N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(O)=NO,0,0,0,0,0,-1,0,0,0,0,0
323,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,0,0,0,0,1,0,1,0,0,0,0
324,CNC(=O)c1ccc(S(N)(=O)=O)cc1,0,0,0,0,0,0,0,0,0,0,-1
325,OC1COC2C(O)COC12,0,0,0,0,0,0,0,-1,-1,0,0
326,OC(CCCl)=NCCc1ccccc1,0,0,0,0,0,-1,1,0,0,0,0
327,CN1CCCN=C1C=Cc1cccs1,0,0,0,0,-1,0,0,-1,-1,0,0
328,C=COCCCCO,0,0,0,0,0,0,0,-1,-1,0,0
329,N=C(O)Nc1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
330,COc1cc(OC)c(OC)cc1C=O,0,0,0,0,0,-1,0,-1,-1,0,0
331,COc1cccc(CN2C[Si](C)(C)O[Si](C)(C)C2)c1,0,0,0,0,0,-1,0,0,0,0,0
332,CCCCCCCCCC(O)=N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N=C(C)O)[C@@H]2N=C(O)[C@H](N=C(O)[C@@H]4N=C(O)[C@H]4N=C(O)[C@@H](Cc5ccc(c(Cl)c5)O3)N=C(O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)N=C2O)O[C@H](CO)[C@@H](O)[C@@H]1O,0,0,0,0,0,0,-1,0,0,0,0
333,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O,0,0,0,0,0,-1,0,0,0,0,0
334,Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
335,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,0,0,0,0,0,0,-1,0,0
336,C[NH2+]S(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,0,0,0,0,0,0,0,0,0,-1,0
337,COc1ccc(C2(c3cccc(-c4cccnc4)c3)NC(=N)N3CCCN=C32)cc1,0,0,1,0,0,0,0,0,0,0,0
338,O=C(c1ccccc1)C(Cl)Cl,0,0,0,0,0,0,0,0,0,0,0
339,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,0,0,0,0,1,0,0,-1,-1,0,0
340,CCCCC1CCC(O)CC1,0,0,0,0,0,0,0,-1,-1,0,0
341,CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,0,0,0,0,0,0,1,0,0,0,0
342,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,-1,0,0,-1,1,0,1,0,-1,0,0
343,CN(C1CCCCC1)C1CCCCC1,0,0,0,0,0,0,0,-1,-1,0,0
344,COc1ccccc1-c1c[nH]c2ncc(-c3cncc(C(=O)N(C)C)c3)cc12,0,0,0,0,0,-1,0,0,0,0,0
345,O/N=C/c1ccc(-c2ccc(O)c(F)c2)c(Cl)c1O,0,0,0,0,0,-1,0,0,0,0,0
346,ClCCCCCCCl,0,0,0,0,0,0,0,-1,-1,0,0
347,CN1[C@H]2CC[C@@H]1CC(OC1c3ccccc3CCc3ccccc31)C2.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,-1,0,0,0,-1,0,0,0,0,0
348,NC(=O)c1ccncc1,0,0,0,0,0,0,0,-1,-1,0,0
349,O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,0,0,0,0,0,0,0,-1,-1,0,0
350,SCc1ccco1,0,0,0,0,0,0,0,0,0,0,0
351,O=C(O)C1(C(=O)O)CCC1.[NH2-].[NH2-].[Pt],-1,0,0,1,0,0,0,0,0,0,0
352,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,0,0,0,0,0,0,0,-1,-1,0,0
353,COC(C)(C)OC,0,0,0,0,0,0,0,-1,-1,0,0
354,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,0,0,0,0,0,-1,0,0,0,0,0
355,[NH2+]=C1N[C@@](c2cccc(-c3cccnc3F)c2)(c2ccc3c(c2)OC(F)(F)O3)C2=NCCCN12,0,0,-1,0,0,0,0,0,0,0,0
356,[Na+].[O]N[O],0,0,0,0,-1,0,0,0,0,0,0
357,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0,0,0,0,0,-1,0,0,0,0,0
358,O=C(O)c1cn(C2CC2)c2cc(Cl)c(F)cc2c1=O,0,0,0,0,0,0,0,0,0,0,0
359,Cc1ccc(/C(=C\CN2CCCC2)c2cccc[nH+]2)cc1,0,0,0,0,0,0,0,0,0,-1,0
360,CCC(C)C1(N=C(C)O)CCN(C(CCc2ccccc2)C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3ccccc3C[NH2+]2)C1=O,0,0,1,0,0,0,0,0,0,0,0
361,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,0,0,0,0,0,0,0,-1,-1,0,0
362,Cc1cccc(Cc2cnc[nH]2)c1C.Cl,0,0,0,0,0,-1,0,0,0,0,0
363,O=C(O)CN=C(O)CN=C(O)CN=C(O)CSC(=O)c1ccccc1,0,0,0,0,1,0,0,-1,-1,0,0
364,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,0,0,0,0,0,0,0,0,0,1,0
365,CC(=O)CCc1ccc(O)cc1,0,0,0,0,0,0,0,-1,-1,0,0
366,C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)O[C@@]13CC=C(C)[C@H]23,0,0,0,0,0,-1,0,0,0,0,0
367,CC(C)(C)c1ccc(S)cc1,0,0,0,0,0,0,0,-1,-1,0,0
368,O=C1CCCCCCCCCCOCCCCO1,0,0,0,0,0,0,0,-1,-1,0,0
369,O=S(=O)([O-])CCSSCCS(=O)(=O)[O-].[Na+].[Na+],0,0,0,0,0,-1,0,0,0,0,0
370,O=C(O)C1(C(O)=Nc2ccc(Cl)cc2Cl)CC1,0,0,0,0,0,0,0,0,1,0,0
371,CCNC1(c2cccs2)CCCCC1=O.Cl,0,-1,0,0,0,0,0,0,0,0,0
372,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,0,0,0,0,0,-1,0,1,0,0,0
373,CCCCCCNCCCCCC,0,0,0,0,0,0,0,-1,-1,0,0
374,CN=C=S,0,0,0,0,0,0,0,-1,-1,0,0
375,Nc1nc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)ccc1NCCO,0,0,1,0,0,0,0,0,0,0,0
376,CCN(CC)CC(O)=Nc1c(C)cc(C)cc1C,0,0,0,0,0,0,0,-1,-1,0,0
377,O=C(O)C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,0,0,0,0,0,0,-1,0,0,0,0
378,CCCCCCCCCCCC(=O)N(CCO)CCO,0,0,0,0,0,-1,0,-1,-1,0,0
379,COc1cc2[nH+]cnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0,0,0,0,0,0,0,0,0,-1,0
380,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0,0,0,0,0,0,0,0,0,-1,0
381,O=NN(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
